OC_CODIGO,conceptUri,similarity
111305,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548,0.12372235462143288
111310,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548,0.12389217143903496
111315,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548,0.18062801635199718
111320,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,0.13979745463695004
111325,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,0.1393521291430498
111330,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,0.16055209967481573
111335,http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8,0.16353877825127366
111340,http://data.europa.eu/esco/occupation/d21890a3-cbe9-49df-9a19-a4120d866548,0.1387851627265638
111345,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,0.15986686503104433
111405,http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972,0.18152201996156714
111410,http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972,0.18152201996156714
111415,http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972,0.18152201996156714
111505,http://data.europa.eu/esco/occupation/4e4a291d-1d38-4c5a-812a-5827d0691b11,0.2312968015087531
111510,http://data.europa.eu/esco/occupation/4e4a291d-1d38-4c5a-812a-5827d0691b11,0.2606352124186231
113005,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
113010,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
113015,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
114105,http://data.europa.eu/esco/occupation/13427968-250b-4967-a682-afac5cd0af4f,0.3457924329480567
114205,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,0.156204757650447
114210,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,0.1599227087611164
114305,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,0.31669025227374115
114405,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,0.20187900363874542
121005,http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,0.19822744337685258
121010,http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,0.21006771482626685
122105,http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e,0.29293031818531984
122110,http://data.europa.eu/esco/occupation/3826cb92-27f5-40ac-8dad-70af5abd6036,0.1439785765240839
122115,http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e,0.29293031818531984
122120,http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e,0.29293031818531984
122205,http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e,0.1878943848591664
122305,http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d,0.13207522119143475
122405,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,0.3704923534889055
122505,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,0.24165036425074993
122510,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.23829644446406373
122515,http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,0.2460074731776306
122520,http://data.europa.eu/esco/occupation/9b35eab1-2adc-4057-a620-181862656a19,0.5262911481248955
122605,http://data.europa.eu/esco/occupation/7ed2e153-8da8-4c0d-b4c5-3402c623f34b,0.14973414588348416
122610,http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,0.16693809721648012
122615,http://data.europa.eu/esco/occupation/3ce4691e-ecea-4278-939e-b89ab01087b8,0.1759610963979737
122620,http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,0.15852101731231277
122705,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.350504685774889
122710,http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0,0.2527519779289444
122715,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,0.1273496528784475
122720,http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc,0.28410731901485653
122725,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.3446027103210155
122730,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.6225431995817355
122735,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,0.1273496528784475
122740,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,0.1273496528784475
122745,http://data.europa.eu/esco/occupation/394bdd9b-3ee8-43a9-b943-442ce146bb21,0.1464656802936837
122750,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,0.1273496528784475
122755,http://data.europa.eu/esco/occupation/74332fd0-4a50-464e-9116-98fa9b8127ac,0.1273496528784475
123105,http://data.europa.eu/esco/occupation/394a4bdd-7032-4d87-89a2-9d937cebdd09,0.34601052605472404
123110,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.35704927357379884
123115,http://data.europa.eu/esco/occupation/b3e459a2-0103-4182-8882-c255d474a7ff,0.2572580813104844
123205,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.23792901364607685
123210,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.23792901364607685
123305,http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,0.37313167452300106
123310,http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,0.4033483987190837
123405,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,0.2647793774749668
123410,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1,0.2877213313565163
123605,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,0.2500793005630684
123705,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.15279480257193742
123805,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.16321423013018013
131105,http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,0.291778580029932
131110,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.22908630454980008
131115,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.24350837793746694
131120,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.24931142367252457
131205,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,0.3900473847517075
131210,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,0.3693979880266284
131215,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,0.3685637083517309
131220,http://data.europa.eu/esco/occupation/1391bdf9-bd61-4fb5-91ca-c29036ab2b60,0.22129371012417615
131225,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
131305,http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6,0.2401577123454391
131310,http://data.europa.eu/esco/occupation/55b4faa3-286f-4fc8-ac67-8bbb97d08820,0.2682944494956181
131315,http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6,0.42634494395648204
131320,http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6,0.3972547469140212
141105,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,0.1588554189684697
141110,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,0.1588554189684697
141115,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,0.1588554189684697
141120,http://data.europa.eu/esco/occupation/59883630-45f9-40e7-9732-9e5ff9758d2b,0.1588554189684697
141205,http://data.europa.eu/esco/occupation/84871c2a-abd1-45eb-b03a-65e51a26fd84,0.12741019199342063
141305,http://data.europa.eu/esco/occupation/fb7e2f4f-1545-42f1-972e-94082e49c6dc,0.30421313458332006
141405,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,0.22251706715080258
141410,http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,0.21251208679466882
141415,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,0.212621421450596
141420,http://data.europa.eu/esco/occupation/a645b7e5-dfa8-4cce-938f-2d6395a6b51d,0.2064745472504098
141505,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,0.3026836331090081
141510,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,0.37454259241969085
141515,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,0.31251439367798256
141520,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,0.29110345782674296
141525,http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,0.20441329096444888
141605,http://data.europa.eu/esco/occupation/291da1ab-1f90-426d-bbc5-60d0fa7d608b,0.16003747890974918
141610,http://data.europa.eu/esco/occupation/9f1d546b-1b4e-4b64-97e8-600fc502304b,0.201615136009398
141615,http://data.europa.eu/esco/occupation/9f1d546b-1b4e-4b64-97e8-600fc502304b,0.2015258513461061
141705,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,0.19300534521037963
141710,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.42715400368168516
141715,http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,0.19877003188989187
141720,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.4297134316014713
141725,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.33750767584217445
141730,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.27064063243196307
141735,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,0.3792383267561749
141805,http://data.europa.eu/esco/occupation/bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa,0.3219974496790976
141810,http://data.europa.eu/esco/occupation/a330b100-e651-4db1-bcf0-e9cbc025c614,0.16235954597114566
141815,http://data.europa.eu/esco/occupation/4be4ea31-1211-4f0c-82bb-f6fe10791f4d,0.3597607112532086
141820,http://data.europa.eu/esco/occupation/f3eb330a-03b5-4537-ac0e-bcee5c67bcff,0.31618090996193465
141825,http://data.europa.eu/esco/occupation/bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa,0.27692660890183696
141830,http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705,0.24671695144130218
142105,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,0.21716817627717935
142110,http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,0.24500143567384333
142115,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,0.14677353589899791
142120,http://data.europa.eu/esco/occupation/9d2aae3e-cbfe-409f-86cc-7cef9cd0435a,0.18024709981251139
142125,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.19682083894336688
142130,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,0.2747367678080175
142135,http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73,0.43321907671223137
142140,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
142205,http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,0.2411952609139318
142210,http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,0.27022989466911623
142305,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.27725377864132733
142310,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.2514327735292641
142315,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.31053589099209045
142320,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.28668412425720224
142325,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.22700433184607158
142330,http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba,0.1434393151610429
142335,http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1,0.18497070840336624
142340,http://data.europa.eu/esco/occupation/4e4a291d-1d38-4c5a-812a-5827d0691b11,0.13699255622622447
142345,http://data.europa.eu/esco/occupation/13427968-250b-4967-a682-afac5cd0af4f,0.17026506678540146
142350,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
142355,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,0.2588068346609397
142360,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
142365,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,0.1444343487336802
142405,http://data.europa.eu/esco/occupation/6e785f05-969e-4940-aedb-d0f896bb0230,0.17345921228800482
142410,http://data.europa.eu/esco/occupation/d7a9f9e0-e2f5-4804-a0e0-b21ebb1403ee,0.16916005626848765
142415,http://data.europa.eu/esco/occupation/d7a9f9e0-e2f5-4804-a0e0-b21ebb1403ee,0.27438627308882946
142505,http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723,0.15513355255833466
142510,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.2039424943183722
142515,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.17496619424429327
142520,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.2323646234619502
142525,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.1677729444101081
142530,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.1235618018080865
142535,http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,0.12164958755280869
142605,http://data.europa.eu/esco/occupation/35cf772d-bbc9-4eb4-9ca6-5f982649d436,0.1719506097138636
142610,http://data.europa.eu/esco/occupation/35cf772d-bbc9-4eb4-9ca6-5f982649d436,0.17489666563237463
142705,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,0.23675728934055085
142710,http://data.europa.eu/esco/occupation/a9b20949-897b-481f-8642-d1f69263baff,0.2049080694770285
201105,http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7,0.15788475264965643
201110,http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7,0.09746405177540701
201115,http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7,0.09595085890787734
201205,http://data.europa.eu/esco/occupation/76a1a76c-b014-4600-8901-56cb936de7ed,0.1656041483549422
201210,http://data.europa.eu/esco/occupation/c332af81-4481-4494-9786-aea1f5c5ffcf,0.2402121870905592
201215,http://data.europa.eu/esco/occupation/c332af81-4481-4494-9786-aea1f5c5ffcf,0.1667919779266125
201220,http://data.europa.eu/esco/occupation/d9f67d41-5e35-49c1-82a4-05ed94fbc3ab,0.14373529933953597
201225,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,0.11929172081916883
202105,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,0.27553820465496337
202110,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,0.3325795857597306
202115,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,0.30391561697140573
202120,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,0.3662140819093077
203005,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.3749736230598679
203010,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.3749736230598679
203015,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.3749736230598679
203020,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.3749736230598679
203025,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.3749736230598679
203105,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.18198551766119525
203110,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,0.23583813024684105
203115,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,0.22891975318148036
203120,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.2352625822271259
203125,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,0.22891975318148036
203205,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203210,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203215,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203220,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203225,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203230,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,0.22202474984242104
203305,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,0.2888305666943995
203310,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,0.2888305666943995
203315,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,0.2888305666943995
203320,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,0.2888305666943995
203405,http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb,0.2140954126809068
203410,http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb,0.2140954126809068
203415,http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb,0.2140954126809068
203420,http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb,0.2140954126809068
203505,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,0.33057907638634065
203510,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,0.34559321636269885
203515,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,0.3256788973926585
203520,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,0.33057907638634065
203525,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,0.3256788973926585
204105,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,0.18424069178961094
204110,http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1,0.11603294370815181
211105,http://data.europa.eu/esco/occupation/160c1469-bbb6-48d3-b2a7-db8b30d724b5,0.5386389503907867
211110,http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62,0.5149242073286381
211115,http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62,0.5367379147475245
211120,http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62,0.5679250024393383
211205,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,0.2619466081853997
211210,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,0.2619466081853997
211215,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,0.20897441033947375
211220,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,0.27382874841428806
212205,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,0.15774908743211605
212210,http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,0.17108248596243206
212215,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,0.224286444622511
212305,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,0.130596484346016
212310,http://data.europa.eu/esco/occupation/64c7d461-152c-477f-a8e2-c2c537e9d617,0.16871715414727784
212315,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,0.14985799608949438
212320,http://data.europa.eu/esco/occupation/c66b4569-09aa-4d8d-93d9-ac9b9176655d,0.16040402195399367
212405,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,0.1704636155471764
212410,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,0.23332271447655267
212415,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,0.2306950164684244
212420,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,0.2872162444307051
212425,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,0.16113742298248818
212430,http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,0.1728020985598974
213105,http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,0.2934043443122176
213110,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,0.2518513565560755
213115,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213120,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213125,http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,0.28805076314021083
213130,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213135,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213140,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213145,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574,0.3780098030020127
213150,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574,0.37029395388801845
213155,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574,0.43899026227823384
213160,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574,0.37042155766392043
213165,http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,0.30218602119249954
213170,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213175,http://data.europa.eu/esco/occupation/f4e0016b-29fa-48ac-b98d-364c658f8aed,0.16340478603306471
213205,http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,0.3591113722385984
213210,http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,0.37365344436256925
213215,http://data.europa.eu/esco/occupation/d6bffef4-f09a-4711-9ecb-92ec04353b21,0.2978333123156201
213305,http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427,0.18478425223171804
213310,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,0.2043867713659115
213315,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,0.26331672495602465
